crime_id,crime_type,latitude,longitude,hour,day_of_week,victim_age,suspect_age,weapon_used,arrest_made
966,Vandalism,-34.963897047772555,8.174161141956688,7,Wed,31,56,Blunt Object,0
967,Robbery,-76.88784644186404,42.60721643228001,11,Thu,51,68,Blunt Object,0
968,Theft,77.87514488398722,-37.954188553234104,5,Fri,29,42,Knife,1
969,Theft,-18.980796729352832,105.07473542250455,23,Mon,37,23,Gun,0
970,Homicide,52.68466311288802,-11.422465104782646,22,Sat,30,40,Blunt Object,0
971,Homicide,-39.75405601998519,64.87664559079775,1,Wed,20,43,Knife,1
972,Homicide,26.345720182258077,43.71457630302166,23,Sun,78,24,None,0
973,Homicide,67.1959571863911,72.8332266188699,3,Tue,46,41,Gun,0
974,Fraud,-82.50407597880354,102.67771504508039,4,Thu,58,59,Blunt Object,1
975,Fraud,59.51443764349605,4.576853373478258,10,Fri,78,46,Gun,0
976,Vandalism,12.839940894947148,112.70374173204073,12,Wed,42,32,Knife,1
977,Assault,19.344915703542455,-0.9873945822207588,7,Sat,54,67,None,1
978,Robbery,4.168440145076872,164.38835623101727,20,Mon,17,32,None,0
979,Robbery,67.40551859105562,90.96182950132595,4,Tue,15,36,Knife,0
980,Homicide,-82.18199569758525,-118.3890060914169,5,Sat,24,31,Gun,0
981,Vandalism,-43.01488952354734,118.65040969083526,14,Thu,24,63,Blunt Object,0
982,Burglary,67.63725699464797,18.571557890388277,22,Mon,18,39,Knife,0
983,Assault,45.42222645575208,174.4059448705915,15,Sun,70,40,Gun,0
984,Vandalism,-86.82387116785095,78.77485572246985,10,Mon,65,19,Knife,1
985,Assault,3.0611309777475526,-149.61933123473122,6,Thu,14,23,None,0
986,Assault,5.323082528281475,-37.81424606027443,5,Sun,35,58,Blunt Object,0
987,Assault,-17.841215676976134,6.219144962375964,11,Mon,66,58,Knife,1
988,Vandalism,-36.469200228841856,122.04489713752866,3,Sun,44,38,None,1
989,Homicide,32.71047307422158,82.56439235871818,13,Sun,19,65,Knife,0
990,Robbery,-52.597716353144314,-47.03037457981,10,Tue,30,21,None,1
991,Robbery,53.810741172907086,55.23576750094642,11,Tue,21,34,None,0
992,Homicide,54.54668893814491,27.687926843416534,1,Sun,18,69,Blunt Object,0
993,Assault,-15.252941236892312,-134.62106077713352,10,Mon,25,58,None,0
994,Burglary,-38.96135803626342,-95.45087052050381,12,Wed,63,55,Blunt Object,0
995,Theft,-38.90192731367162,-57.19596742284682,10,Mon,32,22,Blunt Object,0
996,Vandalism,-3.1875616806821796,-109.62597370913895,8,Wed,48,33,None,0
997,Theft,39.52426045488457,-125.95181550119081,20,Mon,31,67,None,0
998,Homicide,-25.403635621105423,-159.04880275309665,15,Sat,64,49,Blunt Object,0
999,Burglary,19.807802182395278,134.31692361921483,4,Fri,40,57,Knife,0
1000,Vandalism,-21.152797095133025,-75.98036953265267,11,Tue,56,58,Knife,1
1001,Homicide,-35.185825952751,-75.48458258391618,2,Mon,36,39,Knife,0
1002,Assault,-85.52528713515704,-105.75787052514404,15,Tue,57,31,Gun,0
1003,Robbery,-89.29546096762968,-8.856946129002125,18,Thu,48,53,None,1
1004,Theft,-49.102617990239196,5.127108452054074,16,Fri,30,39,Blunt Object,1
1005,Fraud,-16.84686837582082,-105.01871089497119,10,Wed,24,49,Gun,0
1006,Fraud,63.227010125170835,39.085321630914194,20,Thu,54,53,None,0
1007,Burglary,53.72716372747658,80.27998545374965,18,Fri,28,53,Blunt Object,1
1008,Assault,-41.910252734161816,-45.4175690524373,17,Thu,62,60,None,0
1009,Theft,-45.98272026282612,30.76261086867794,8,Tue,64,16,Knife,0
1010,Assault,-49.08202720739506,0.8286858592006752,12,Sat,58,30,Gun,0
1011,Theft,-28.937278704803937,-109.60257659180323,5,Fri,70,67,Blunt Object,0
1012,Burglary,-0.3242304788966379,82.80395595884801,2,Thu,69,56,None,1
1013,Burglary,-11.039801034316412,108.52309001665708,22,Wed,33,28,Blunt Object,1
1014,Fraud,-50.71082421933112,53.56552161138032,11,Fri,48,43,Blunt Object,0
1015,Assault,-66.51874621014875,-63.39743000242153,8,Fri,70,53,Blunt Object,1
1016,Vandalism,-87.73599375248483,153.64529798734844,8,Thu,32,16,Knife,0
1017,Fraud,-62.286617040029306,-16.070980321755258,14,Sat,48,24,Blunt Object,0
1018,Assault,36.96414663494129,-84.28374526136477,0,Sun,20,16,Gun,0
1019,Fraud,-46.145057517795074,-33.03553650409566,17,Sun,51,41,Gun,0
1020,Vandalism,-5.651674178128232,69.14703308695553,14,Sun,34,27,None,0
1021,Robbery,16.43420680618405,124.5354428373297,7,Sun,43,68,None,1
1022,Robbery,69.63136250968927,-51.63282025816588,10,Mon,31,16,Blunt Object,0
1023,Robbery,69.99391771081551,-96.2551994366251,16,Wed,11,56,Knife,1
1024,Robbery,44.23207206264462,45.53752746067374,13,Wed,60,28,Gun,0
1025,Homicide,-83.67174143126974,151.63743603826276,18,Sun,25,31,Blunt Object,0
1026,Theft,13.512675435374675,-114.01438911860822,22,Thu,20,65,Gun,1
1027,Homicide,51.58502474967116,109.08697762777194,23,Sat,78,58,None,0
1028,Homicide,-86.88815194259462,-8.421414664505704,4,Tue,71,63,Knife,0
1029,Homicide,8.94323045818409,107.82450142635304,1,Tue,28,52,Gun,0
1030,Robbery,64.39754624148529,1.9948139183847218,14,Sun,38,50,None,0
1031,Vandalism,-4.661626348391948,-44.16200125120105,18,Mon,51,48,Gun,0
1032,Burglary,-89.26088347845928,70.82676007547428,15,Mon,32,43,Blunt Object,0
1033,Burglary,-88.01759549959066,144.225826054163,12,Thu,69,61,Gun,0
1034,Theft,-15.005513265524897,-64.70937706673482,6,Sat,27,37,Gun,0
1035,Robbery,-62.09843986498418,-14.130671402026138,16,Tue,64,37,Blunt Object,1
1036,Robbery,29.60111827678672,-97.4157743892519,18,Wed,27,30,Knife,1
1037,Robbery,37.58386768310771,-113.97259309775372,6,Sat,36,58,Knife,0
1038,Fraud,-57.98163681708685,100.04045126118302,11,Tue,10,21,Blunt Object,1
1039,Assault,69.93599193440727,-107.76091799216073,12,Sat,23,59,Knife,1
1040,Fraud,-10.456587903793348,105.59454168040196,12,Thu,68,15,Knife,0
1041,Assault,-64.28773663345373,-25.481861337504796,13,Tue,42,33,Blunt Object,0
1042,Robbery,47.56528765249118,178.2175404267777,14,Fri,45,59,Gun,0
1043,Robbery,52.195410003019106,-108.95708945113587,1,Sun,48,47,Knife,1
1044,Fraud,25.07318507978235,-146.52792269538264,5,Thu,54,48,None,0
1045,Fraud,63.62379957645956,-152.84409494274158,8,Fri,34,15,None,0
1046,Assault,42.72713496552083,120.75048170071227,14,Sat,24,26,Blunt Object,0
1047,Burglary,68.7970327008583,-22.400528018996397,19,Thu,29,39,None,1
1048,Assault,-11.900151272613698,-178.87523412694622,15,Wed,43,37,None,0
1049,Fraud,44.567483057899636,134.91769050120098,1,Thu,67,39,Blunt Object,0
1050,Vandalism,89.95528141722798,135.69156248770963,2,Thu,69,45,None,1
1051,Fraud,40.48761555353147,110.3100026467647,22,Sun,39,38,None,1
1052,Vandalism,-69.4469195573162,-90.6053461110567,19,Thu,22,24,Gun,1
1053,Theft,3.297370037252932,-45.809020775817686,22,Thu,76,16,Blunt Object,1
1054,Fraud,15.72260242374503,88.17344107037411,20,Mon,54,47,Knife,1
1055,Theft,-58.64207848714962,-3.832874853269317,7,Fri,49,51,Blunt Object,1
1056,Burglary,83.32049415204676,-124.6224323795211,7,Thu,47,37,None,1
1057,Assault,-58.39564002576907,-92.59262477003794,20,Thu,56,16,None,1
1058,Vandalism,-58.0395744516199,170.13223323056064,6,Sat,38,18,Knife,0
1059,Assault,74.73008483541989,-125.63527772624175,10,Mon,43,37,Knife,0
1060,Theft,-6.2630220380992085,81.38907240414784,21,Tue,20,60,Gun,0
1061,Vandalism,-78.62610973058709,-7.9134096025659915,12,Sat,29,55,None,0
1062,Assault,17.673749988935143,89.49659743877748,7,Sat,29,52,None,1
1063,Fraud,18.328742753948617,58.00076681198149,8,Sun,65,37,None,0
1064,Robbery,-78.38986343641888,-21.899811400442644,15,Sun,32,26,Gun,1
1065,Theft,85.05404921405915,-52.592103114095835,4,Mon,34,58,Blunt Object,1
1066,Assault,7.925393753023613,91.5693315682052,22,Mon,42,38,Knife,0
1067,Theft,10.763229992357566,-63.66916574646248,13,Sun,40,43,Gun,0
1068,Homicide,3.6207746104310132,103.59773283188463,0,Mon,10,55,Gun,0
1069,Theft,19.931720336031603,64.74350387968269,23,Sat,63,42,None,0
1070,Vandalism,-42.42604450072411,27.960901283940785,18,Sat,25,29,Knife,0
1071,Homicide,-38.29655736452865,-47.23168143517296,16,Sun,68,24,Blunt Object,0
1072,Vandalism,2.041036163303886,-106.17071120410503,21,Thu,75,48,None,1
1073,Robbery,55.203453857444316,75.75112844663897,13,Mon,12,43,Gun,0
1074,Homicide,-81.02437623104781,-147.11427821859087,12,Mon,24,45,Gun,0
1075,Fraud,18.612758199644276,169.3952122160735,7,Sun,41,37,Knife,0
1076,Theft,55.22006565113651,172.3492492615755,2,Sat,59,32,Knife,0
1077,Assault,-61.75489103329911,-133.11985825507008,0,Sat,69,21,Knife,0
1078,Burglary,-87.29594244349806,-142.58328372997119,18,Mon,17,41,None,0
1079,Theft,-33.711606874537544,-31.421978250109163,14,Thu,16,23,Gun,0
1080,Theft,15.865867211327668,166.92597801378076,20,Wed,13,34,Knife,1
1081,Robbery,-65.1090287871454,-35.888076276799325,7,Wed,19,67,Blunt Object,1
1082,Fraud,-13.297973224952614,-49.031240964359455,8,Tue,69,35,Knife,0
1083,Burglary,9.41786952737003,73.29062123955765,12,Thu,34,42,Knife,1
1084,Homicide,17.798957056317093,-115.65675482571827,11,Sat,51,64,None,0
1085,Homicide,-40.605890219932476,-49.20354591344949,8,Mon,56,17,None,1
1086,Homicide,-17.994665522467557,-75.1293193411844,19,Sun,41,59,None,0
1087,Vandalism,50.10106123216056,36.55246414702543,23,Mon,34,24,None,0
1088,Vandalism,79.41864494172339,-121.40896096290102,10,Mon,25,31,Knife,0
1089,Assault,65.13845960128631,17.532452018245067,4,Wed,58,49,Gun,1
1090,Burglary,11.57103031201774,128.71677237726414,18,Sun,25,35,Blunt Object,0
1091,Homicide,-16.147295470089617,5.101396814736688,20,Sat,47,23,Blunt Object,1
1092,Vandalism,-30.067809413144722,66.05878215531067,17,Sun,14,31,Gun,0
1093,Assault,-67.50781810487675,-152.91071363594415,10,Mon,16,46,Blunt Object,0
1094,Fraud,-70.82077550109966,-18.357991471064537,10,Mon,17,62,Knife,0
1095,Assault,33.90437248445839,-145.8384597230933,5,Wed,42,52,Gun,1
1096,Vandalism,-43.23700508919113,35.80620328319648,0,Mon,71,42,None,0
1097,Robbery,-44.160896442159576,-78.82042637742535,21,Sun,41,32,None,0
1098,Robbery,89.67510980600142,-76.58430084297073,20,Tue,10,20,None,1
1099,Homicide,-56.17332758271683,-152.36397462780695,8,Sat,29,20,Knife,0
1100,Robbery,-63.34924329201066,-68.31436988133562,6,Sun,64,31,None,0
1101,Homicide,-72.23665900321429,2.4037837585550506,5,Fri,72,67,None,0
1102,Homicide,14.364962130023315,30.477637141834123,22,Sun,15,24,None,0
1103,Vandalism,23.015488680378255,-156.00040154070362,9,Sun,61,16,Blunt Object,0
1104,Robbery,-24.258973273761256,54.52530685778527,4,Tue,11,47,Gun,1
1105,Homicide,6.374400392064189,-4.004726128741936,0,Thu,48,57,Blunt Object,1
1106,Burglary,51.91191557008426,13.28688284912451,14,Sun,41,39,Knife,1
1107,Fraud,57.2587502979147,119.80680255640613,4,Tue,60,52,Knife,0
1108,Assault,82.4241736288167,-56.79847969024803,19,Tue,78,15,Knife,0
1109,Assault,58.36823746611742,-117.34159990858751,5,Sun,41,30,Blunt Object,1
1110,Vandalism,11.671458609136792,18.65166325450349,4,Sun,12,40,Gun,1
1111,Robbery,-57.66174614936772,160.20789031268595,16,Wed,71,55,None,0
1112,Robbery,-72.04255961348836,6.433062905207208,17,Thu,22,26,Knife,0
1113,Homicide,-80.18785981604535,119.48838268302234,3,Sun,79,23,Knife,1
1114,Theft,29.974649721369076,92.53153960597189,23,Sat,30,27,Blunt Object,0
1115,Homicide,55.356525971638774,6.5990833235393325,20,Sun,70,21,None,1
1116,Fraud,1.5631111231342203,53.119719955232114,22,Sat,23,15,None,0
1117,Burglary,-80.15144852994482,-33.59513372520294,1,Tue,31,45,Blunt Object,0
1118,Assault,6.384703426440865,11.026328074989749,7,Fri,41,49,Blunt Object,0
1119,Homicide,78.43486707441906,2.6228719046284823,4,Tue,50,38,Blunt Object,1
1120,Theft,17.570374367842888,75.27973066479828,3,Mon,41,17,Gun,0
1121,Theft,55.69694792330668,-32.40672503173823,21,Wed,51,33,Knife,1
1122,Homicide,54.02747671051512,-144.08383585602957,13,Mon,61,18,Knife,0
1123,Vandalism,77.78323796051751,103.93542821290424,3,Thu,63,42,Knife,0
1124,Assault,48.641177816977205,66.5470811981547,7,Thu,71,58,Gun,0
1125,Vandalism,44.586092522356125,162.04444396465158,2,Wed,52,44,Blunt Object,0
1126,Burglary,-47.86152030528469,-25.662176694769386,13,Tue,12,50,Knife,0
1127,Theft,-79.21347204220534,-151.8459635120059,17,Thu,47,67,Knife,0
1128,Theft,3.1679037096853904,-136.21716490923254,22,Fri,48,56,Knife,0
1129,Fraud,-67.60184256958406,98.39503555310807,11,Sun,79,18,Gun,1
1130,Burglary,83.19525773003843,-155.6073781997033,14,Wed,54,37,Blunt Object,1
1131,Theft,-37.813542726054855,146.8174121745427,19,Mon,55,25,Knife,0
1132,Burglary,63.52995660917276,-78.60595993373327,19,Fri,22,18,Knife,0
1133,Assault,-20.22756746355732,143.59645460855694,8,Sun,61,25,Gun,1
1134,Robbery,-31.825035025672065,98.46246556834058,1,Sun,18,63,Blunt Object,0
1135,Theft,78.3285430277918,133.63237306500838,0,Sat,66,67,Blunt Object,0
1136,Fraud,-24.601937024479682,-102.94571096281234,14,Wed,78,38,Knife,0
1137,Assault,-19.748176440635433,34.449658492884566,22,Fri,52,68,None,1
1138,Homicide,-70.90347966967636,-146.30791245392788,14,Sun,16,66,Gun,0
1139,Burglary,30.680399750851677,-107.17892368582466,7,Wed,53,34,None,0
1140,Homicide,-38.008905394047574,-68.43519815858335,2,Mon,53,59,None,0
1141,Vandalism,15.408750211111297,86.69253294360834,1,Tue,77,31,Knife,1
1142,Assault,16.4433067295777,-171.10282342014602,3,Wed,53,27,Knife,1
1143,Homicide,39.455945207238074,145.1222218339691,17,Thu,49,31,Knife,0
1144,Theft,44.14346751103943,-154.5107350633482,11,Mon,52,65,Gun,1
1145,Burglary,2.601438192277101,-44.46352967593424,17,Mon,71,66,Gun,0
1146,Robbery,-30.421449431387458,-150.8077338017097,20,Fri,52,29,Gun,0
1147,Assault,60.741161070252105,96.82842351721456,9,Thu,28,18,None,0
1148,Theft,-34.22418310647275,-129.12660957500756,20,Fri,58,32,Gun,0
1149,Fraud,1.351637004479656,138.51248769448472,7,Sat,74,57,Blunt Object,1
1150,Vandalism,-17.77453502332895,10.879915172949381,17,Mon,34,23,Gun,0
1151,Burglary,63.914109474543864,161.45021500394256,16,Wed,50,62,Knife,0
1152,Assault,-12.254664393750815,-75.47007138904969,18,Sat,32,17,None,0
1153,Assault,-20.502146009252826,-16.44618532377922,5,Thu,67,41,Gun,1
1154,Robbery,34.168264721574744,69.92890643864806,13,Mon,52,32,Knife,0
1155,Robbery,18.439399775059684,119.48879252554582,4,Sun,49,31,Knife,1
1156,Fraud,-70.6955699707477,-28.31144841158158,7,Thu,39,24,Blunt Object,0
1157,Vandalism,1.4703851419133827,141.27571379777913,7,Sat,43,51,Blunt Object,0
1158,Fraud,42.386109899984575,-137.52460500321772,17,Wed,19,43,Gun,1
1159,Theft,88.57345762644411,75.12649877163435,8,Tue,69,61,None,1
1160,Theft,23.246430114657443,-54.64836640308225,13,Fri,10,66,None,0
1161,Fraud,-23.347248040562803,-143.5192257122651,13,Sun,21,64,Gun,0
1162,Vandalism,-49.292712035618685,-40.80075955127862,19,Fri,55,19,Gun,1
1163,Fraud,67.10944214759766,136.87762481480445,13,Sat,26,61,Gun,0
1164,Vandalism,56.6217381804305,172.99219366391043,16,Mon,67,20,None,0
1165,Vandalism,-47.893892259710725,-38.59205144382628,1,Mon,47,54,Blunt Object,0
1166,Homicide,-53.88622377361678,139.10989961029503,13,Wed,15,49,None,0
1167,Burglary,38.724619826011605,3.4755898470761792,21,Mon,71,19,Knife,0
1168,Vandalism,-33.308628854623294,78.12541355901891,20,Mon,19,64,Blunt Object,0
1169,Robbery,-34.84821629484759,-163.66628798142366,11,Mon,35,29,Knife,0
1170,Vandalism,-62.587755527822054,20.632309914248424,22,Thu,67,41,None,1
1171,Vandalism,-42.484406452230616,-154.74170296404344,15,Thu,26,58,Knife,0
1172,Vandalism,-13.048639633323077,-83.29753544623225,21,Tue,62,65,None,1
1173,Homicide,41.91090070903479,24.053157312724295,5,Thu,14,53,Blunt Object,1
1174,Homicide,-29.464543005525044,110.578955911805,17,Sun,76,47,Blunt Object,1
1175,Theft,-30.851218893628314,21.921711769407807,6,Sun,29,38,Blunt Object,0
1176,Homicide,-38.71561454056155,157.0289548014756,1,Fri,60,35,Knife,0
1177,Robbery,-3.9089398480122526,111.71970272730078,12,Sun,55,16,Gun,0
1178,Robbery,-57.48539437056324,-123.75354740216306,22,Sat,76,33,Blunt Object,0
1179,Homicide,-2.586467874217405,-39.97494517394256,7,Tue,12,59,None,1
1180,Fraud,36.75160011504417,60.65475383044037,11,Mon,32,66,Knife,0
1181,Burglary,-84.63770927412801,157.82617137934443,0,Fri,18,32,Blunt Object,1
1182,Homicide,-88.23971154496286,175.57771274808152,8,Tue,20,24,Gun,0
1183,Vandalism,-76.47787617218833,94.74711766661056,7,Sat,56,59,Blunt Object,0
1184,Assault,6.4188111110601795,26.556950008570993,8,Tue,58,51,Knife,0
1185,Burglary,63.80191497337262,92.37948830567711,4,Fri,53,37,Knife,0
1186,Burglary,-89.12079611635465,-81.63488899297882,12,Tue,22,59,Gun,0
1187,Robbery,78.59903482524257,-77.90291018653222,13,Fri,17,55,Gun,0
1188,Burglary,-70.86986791730355,55.56576461843636,3,Tue,72,15,None,1
1189,Homicide,61.55703505048072,133.86080750396775,16,Tue,31,68,Blunt Object,1
1190,Vandalism,-3.086142303069579,169.1314161034873,8,Sun,47,20,Knife,0
1191,Vandalism,28.684329710191918,-57.119543700761426,19,Tue,36,15,Gun,0
1192,Theft,1.9229372004928393,106.75930431647532,14,Fri,35,32,Knife,0
1193,Vandalism,-4.1313194677161675,126.55108990349771,19,Tue,32,41,Gun,0
1194,Vandalism,60.281897105590474,44.34236749130139,3,Sun,74,62,None,0
1195,Robbery,46.05954832220695,-54.866922397285364,1,Sat,56,54,Blunt Object,0
1196,Vandalism,-2.9875974258592493,42.871883498568394,12,Sat,70,52,Gun,0
1197,Theft,-69.9055327087089,30.401605552144588,3,Thu,55,59,Knife,0
1198,Assault,-69.22746732340653,38.34918208673673,17,Thu,13,31,Knife,1
1199,Homicide,54.27710292943357,42.93367696357973,23,Thu,40,40,None,0
1200,Robbery,5.290311842556022,124.9409487138102,15,Thu,13,27,None,0
1201,Assault,-3.313954760514733,-118.77065522376108,22,Thu,38,24,Gun,1
1202,Robbery,32.50203144492872,-47.7741788585395,9,Sat,53,52,Blunt Object,1
1203,Fraud,64.59148501456684,30.960621846256117,1,Mon,12,40,Gun,1
1204,Burglary,23.197165994394936,-78.00201409981449,13,Tue,68,45,Knife,0
1205,Fraud,47.31262242236622,172.13512395025413,1,Sat,62,37,Gun,1
1206,Vandalism,47.74869434105224,-85.26590654316149,17,Sat,20,64,None,1
1207,Assault,-25.872939217267373,-10.933602968748545,0,Wed,15,34,Gun,1
1208,Vandalism,-40.665024784620776,135.85141645670456,12,Mon,56,37,None,0
1209,Burglary,54.20953209152856,-151.17708144231855,5,Fri,16,59,Knife,0
1210,Robbery,-22.107817478836168,115.44768075393068,21,Sun,77,41,Blunt Object,1
1211,Burglary,72.60048117408692,25.563012830881206,16,Mon,10,29,Gun,0
1212,Theft,-77.45567458857846,-168.55126530491864,16,Wed,65,52,None,0
1213,Burglary,-79.52084782643887,145.04864110803692,21,Sat,52,25,Gun,0
1214,Theft,76.86074881825348,-165.8891392359325,10,Mon,37,22,None,0
1215,Burglary,26.72188455265828,5.478406657665431,5,Tue,38,28,None,0
1216,Homicide,-21.67211583930019,-162.3487513083548,19,Thu,27,27,None,0
1217,Theft,45.91087466691292,-154.36796454918067,2,Tue,71,36,Gun,1
1218,Assault,31.01882579885543,139.39355313284108,13,Mon,15,48,None,0
1219,Vandalism,5.6161884275273195,95.69719690647969,5,Sat,25,15,Gun,0
1220,Vandalism,-72.20279832072276,-109.10117763183908,16,Sat,10,51,None,1
1221,Fraud,56.192325712695265,43.36847035713137,2,Wed,31,46,Blunt Object,0
1222,Vandalism,65.88417432251245,106.08464463523762,16,Fri,55,25,None,0
1223,Robbery,-59.009636060523164,140.2526308920713,18,Tue,71,24,Gun,0
1224,Homicide,63.092097355872,-11.409506337907317,17,Wed,32,44,Gun,0
1225,Burglary,68.01251598298157,143.09995586443353,4,Fri,30,26,Gun,1
1226,Fraud,8.897150211932882,2.8260261783221665,14,Thu,60,56,Knife,1
1227,Robbery,28.112226520083667,67.7620951839688,2,Tue,47,55,Blunt Object,0
1228,Robbery,-21.197282397391547,172.4505693930501,22,Sat,37,48,Blunt Object,0
1229,Theft,-39.27750344833212,-95.05735588997037,7,Tue,53,69,Blunt Object,0
1230,Vandalism,39.95696645129607,-119.33234061030788,6,Sat,48,39,Knife,0
1231,Assault,65.13752682284547,-56.87322300796674,17,Sat,51,50,Knife,0
1232,Assault,27.73395953203456,-120.81635182068862,9,Thu,51,18,Blunt Object,1
1233,Fraud,2.086309916378852,-77.7013899462453,22,Thu,69,35,None,0
1234,Homicide,-61.39354196804912,87.47471641341741,9,Mon,66,44,None,0
1235,Assault,-80.37743173113273,-8.091347068336603,18,Fri,16,52,Blunt Object,0
1236,Burglary,-9.77547775558564,-44.98513398183533,22,Wed,60,26,None,0
1237,Assault,-81.11707853446417,-47.25935810071448,0,Sun,41,53,Gun,0
1238,Fraud,12.480233743300516,-109.96920903598085,1,Sun,16,39,Knife,0
1239,Assault,-21.108745562801175,-18.93187645668172,0,Thu,49,68,Blunt Object,1
1240,Burglary,46.29404154275451,44.86880112774344,8,Mon,24,33,None,0
1241,Theft,-34.983270569486976,-129.90425957343945,14,Fri,68,16,Blunt Object,0
1242,Homicide,16.73688617413778,170.21263012927727,17,Fri,21,36,Blunt Object,0
1243,Fraud,6.783033915918082,-20.41877648637592,17,Tue,51,44,Gun,1
1244,Theft,-89.15176340599659,161.2659300305021,21,Mon,48,65,Knife,0
1245,Theft,-76.96990831242414,-131.52278641529333,6,Mon,72,50,Knife,1
1246,Theft,-37.73372175251631,96.19774314216488,13,Tue,11,17,Blunt Object,0
1247,Robbery,68.80231458373771,42.34969819567618,17,Sun,38,37,Gun,1
1248,Homicide,-63.53730811803986,115.22308303561346,19,Wed,70,18,None,0
1249,Vandalism,37.960979482897486,36.24405226387387,18,Sun,38,42,Knife,0
1250,Homicide,85.20598190741171,166.6211879674102,4,Thu,47,28,Blunt Object,1
1251,Robbery,52.30215948440792,45.695459134748745,8,Sat,16,20,None,0
1252,Vandalism,-46.26983489633209,102.45748512400854,17,Tue,39,20,Blunt Object,0
1253,Homicide,73.50574687435468,135.92943811201224,12,Thu,65,55,None,0
1254,Theft,-73.2407118284898,77.2500496357656,4,Sat,45,51,None,1
1255,Fraud,-5.734450463267564,8.725196362737705,23,Mon,51,21,None,0
1256,Vandalism,69.75754339075448,-81.78585164516869,21,Sun,13,27,None,0
1257,Burglary,25.427827666236553,127.61734082244095,19,Tue,14,15,None,0
1258,Burglary,-15.54397834901421,-6.9918290320757706,14,Sat,55,38,None,0
1259,Assault,-37.29368398730962,43.45496148062125,23,Wed,11,48,Gun,0
1260,Vandalism,-22.48210704269701,-151.47844636286885,18,Thu,63,66,None,0
1261,Fraud,1.609520581671518,-0.9535236743340647,19,Sun,68,24,None,0
1262,Robbery,-32.57209262289467,71.3367518471442,10,Thu,42,69,Knife,0
1263,Theft,84.41421517481393,30.265887576157212,8,Thu,31,20,Knife,1
1264,Assault,77.95397755190612,-18.520251823546204,20,Mon,56,18,None,0
1265,Burglary,66.72086427857772,-99.56616597011909,21,Sun,15,22,Blunt Object,0
1266,Robbery,-14.070629605922392,-68.51872796754256,15,Sat,33,60,Knife,1
1267,Robbery,34.434318480341204,72.22476893842838,10,Thu,58,62,Gun,0
1268,Theft,72.50927526647362,-99.2913484178164,1,Fri,60,29,Gun,0
1269,Vandalism,63.07730778220704,43.82158151119745,7,Sun,50,59,Gun,0
1270,Burglary,-15.421137476362617,32.30554052023314,22,Thu,76,26,Knife,1
1271,Fraud,-69.77051112199308,169.35029257927096,20,Mon,11,53,Gun,1
1272,Robbery,-76.3865345097811,-158.11853670551884,4,Tue,52,61,Gun,1
1273,Theft,13.87152814062648,-141.07586137341787,10,Thu,41,20,Blunt Object,0
1274,Fraud,25.673028337967693,2.1900476324725275,10,Thu,21,67,Blunt Object,1
1275,Vandalism,62.97166882746433,9.759537127308448,8,Tue,32,35,Knife,0
1276,Burglary,-37.34729633861441,-165.62604283013835,10,Sat,25,60,None,1
1277,Vandalism,-59.85531170099235,117.30795150940276,4,Sat,53,46,Blunt Object,0
1278,Robbery,-21.778950027924097,-1.8995406829575359,8,Fri,11,46,None,0
1279,Fraud,-26.356477746190492,-55.20825120940964,0,Mon,16,41,Blunt Object,0
1280,Fraud,-66.15558827678615,-65.21264257864469,9,Tue,30,61,Blunt Object,0
1281,Fraud,31.01087745236738,130.1065853595053,7,Mon,67,69,Blunt Object,0
1282,Robbery,1.5645493312876795,-109.17616808585508,18,Sat,32,25,Blunt Object,0
1283,Robbery,39.802096100657934,-122.24962604426068,15,Tue,69,36,None,0
1284,Vandalism,-26.51559836944776,-103.25572947961805,12,Wed,34,50,Knife,0
1285,Assault,-31.373601916013584,45.008117154706895,23,Fri,44,37,None,0
1286,Vandalism,-4.93634645210598,111.93510802622728,4,Wed,54,51,Gun,0
1287,Burglary,67.93332217112646,-60.847670236255354,17,Sat,16,37,None,1
1288,Theft,-82.74936478788354,-117.55368067866736,8,Sun,78,69,Gun,0
1289,Fraud,54.869907113364974,-104.6900996536966,3,Tue,41,41,None,0
1290,Assault,-23.582229721603838,42.906160266426355,13,Sat,62,48,None,0
1291,Theft,63.83142464192599,-91.42731856287723,6,Tue,78,34,Blunt Object,1
1292,Assault,54.39654159045418,135.82088328649206,11,Mon,34,29,None,0
1293,Homicide,-27.222975468704092,-142.59911241084697,23,Tue,11,56,Blunt Object,0
1294,Vandalism,34.897776357890876,-168.34732775801274,6,Sat,70,18,Knife,1
1295,Robbery,-61.266103780780774,-148.18383145407458,10,Mon,18,43,None,0
1296,Fraud,71.33067938948184,124.43152333907534,21,Mon,60,69,Blunt Object,0
1297,Vandalism,-17.1916083986563,54.44262707963796,14,Tue,11,54,Gun,0
1298,Theft,-7.987389236063962,164.78806792221013,6,Mon,54,25,Blunt Object,0
1299,Homicide,37.03662918665728,-58.93324514288726,19,Sat,41,63,Gun,0
1300,Homicide,57.75124260687318,-103.4358739165082,16,Sun,41,21,None,0
1301,Homicide,-47.45830620092227,22.311086152949684,4,Fri,17,25,Knife,1
1302,Theft,29.043025177859178,13.618180485629495,7,Wed,29,68,None,0
1303,Theft,-19.440352099953273,32.76863575031584,9,Tue,74,56,None,0
1304,Theft,-23.633473679286965,-54.88780944227443,5,Mon,30,47,Blunt Object,0
1305,Theft,34.20464830931785,-177.87710158675677,20,Mon,16,44,Gun,0
